Profile Cohort,PROFILE_GENDER_DESC,PROFILE_RESIDENCE_DESC,Years to Graduation,Admit Group,College,AwC,Ethnicity,YR4Code,YR4NUM,YR5Code,YR5NUM,YR6Code,YR6NUM,YRallCode,YRallNUM,Grad Semester1,DEGREE_DESC,Overall College,MAJOR_DESC,HONOR_DESC,Change College,Change Major,PROFILE_ADMISSIONS_POPULATION,PROFILE_COLLEGE_DESC,PROFILE_MAJOR_DESC,PROFILE_HIGH_SCHOOL_PERCENTILE,SCHOOL_SIZE,MAX(M),MAX(CR),MAX(W),MAX(M+CR),MAX(Total),CoreGPA,Round(CoreGPA),EnglGPA,Round(EnglGPA),MthGPA,Round(MthGPA),LabGPA,Round(LabGPA),FL-Subj,FL-GPA,Round(FL-GPA),AP CALC AB Score,AP CALC ABsub Score,AP CALC BC Score,AP CHEM Score,AP PHYS B Score,AP PHYS Celec Score,AP PHYS Cmech Score
201110.0,Female,Non-Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201420.0,BS,College of Technology,AVMG - Aviation Management,,NO,NO,B,College of Technology,Aviation Management,32.0,403.0,450.0,420.0,460.0,870.0,1330.0,2.79,2.8,2.57,2.6,2.68,2.7,2.85,2.9,SPAN,2.9,2.9,,,,,,,
200810.0,Male,Non-Resident,5.0,II,5.0,25.0,HY,NYY,250.0,GYY,251.0,GYY,251.0,GYY,251.0,201210.0,BA,College of Liberal Arts,COMR - Publ Rel & Rhetorical Advocacy,,YES,YES,B,College of Technology,Organizational Leadership,35.0,107.0,460.0,500.0,450.0,960.0,1410.0,2.7,2.7,2.3,2.3,2.0,2.0,3.3,3.3,SPAN,2.7,2.7,,,,,,,
200910.0,Female,Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,290.0,N,290.0,,,,,,,,B,College of Technology,Organizational Leadership,,,460.0,490.0,410.0,950.0,1360.0,2.7,2.7,3.0,3.0,2.3,2.3,2.3,2.3,FREN,3.3,3.3,,,,,,,
201110.0,Male,Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201420.0,BS,College of Technology,BCMT - Building Const Mgmt Tech,,NO,NO,B,College of Technology,Building Const Mgmt Tech,90.0,278.0,480.0,470.0,520.0,950.0,1470.0,3.39,3.4,3.5,3.5,3.22,3.2,3.35,3.4,SPAN,4.0,4.0,1.0,,,,,,
200810.0,Male,Resident,5.0,II,9.0,29.0,HY,NNN,290.0,GNN,291.0,GNN,291.0,GNN,291.0,201210.0,BS,College of Technology,BCMT - Building Const Mgmt Tech,,NO,NO,B,College of Technology,Building Const Mgmt Tech,73.0,474.0,490.0,440.0,430.0,930.0,1360.0,3.3,3.3,3.7,3.7,3.0,3.0,3.3,3.3,LATN,3.0,3.0,,,,,,,
200810.0,Male,Non-Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,290.0,N,290.0,,,,,,,,B,College of Technology,Computer Graphics Tech,97.0,143.0,490.0,510.0,,1000.0,,3.3,3.3,2.7,2.7,3.3,3.3,3.7,3.7,FREN,3.7,3.7,,,,,,,
201110.0,Female,Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,,N,,,,,,,,,B,College of Technology,Electrical Engr Technology,74.0,121.0,490.0,540.0,550.0,1030.0,1580.0,2.98,3.0,3.18,3.2,2.9,2.9,2.5,2.5,SPAN,3.93,3.9,,,,,,,
201110.0,Female,Resident,5.0,II,9.0,29.0,HY,NNY,290.0,GNY,291.0,GNY,,GNY,,201510.0,BS,College of Technology,AVMG - Aviation Management,,NO,YES,B,College of Technology,Aeronautic Engr Technology,85.0,360.0,490.0,540.0,490.0,1030.0,1520.0,2.96,3.0,3.33,3.3,2.38,2.4,2.97,3.0,GERM,3.5,3.5,,,,,,,
201110.0,Male,Non-Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201420.0,BS,College of Technology,CNIT - Computer & Information Tech,,NO,NO,B,College of Technology,CIT Core,70.0,245.0,490.0,500.0,480.0,990.0,1470.0,3.26,3.3,2.9,2.9,3.52,3.5,3.25,3.3,SPAN,3.57,3.6,,,,,,,
200810.0,Female,Non-Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,290.0,N,290.0,,,,,,,,B,College of Technology,Computer Graphics Tech,58.0,523.0,510.0,550.0,550.0,1060.0,1610.0,2.3,2.3,2.7,2.7,1.7,1.7,2.3,2.3,SPAN,3.0,3.0,,,,,,,
200810.0,Male,Non-Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,291.0,GNN,291.0,201120.0,BS,College of Technology,CIMF - Manufacturing Engr Tech,With Distinction,NO,NO,B,College of Technology,Manufacturing Engr Tech,86.0,38.0,510.0,470.0,480.0,980.0,1460.0,4.0,4.0,4.0,4.0,4.0,4.0,3.7,3.7,SPAN,4.0,4.0,,,,,,,
200910.0,Male,Resident,6.0,II,9.0,29.0,HY,NNY,290.0,NNY,290.0,GNY,291.0,GNY,291.0,201420.0,BS,College of Technology,MFET - Mfg Engineering Technology,,NO,YES,B,College of Technology,Electrical Engr Technology,73.0,223.0,510.0,470.0,480.0,980.0,1460.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,SPAN,2.3,2.3,,,,,,,
200910.0,Male,Resident,5.0,II,9.0,29.0,HY,NNN,290.0,GNN,291.0,GNN,291.0,GNN,291.0,201330.0,BS,College of Technology,AENT - Aeronautic Engr Technology,,NO,NO,B,College of Technology,Aeronautical Technology,71.0,73.0,510.0,400.0,,910.0,,3.3,3.3,3.0,3.0,3.0,3.0,3.7,3.7,SPAN,4.0,4.0,,,,,,,
201010.0,Male,Resident,5.0,II,6.0,26.0,HY,NYY,260.0,GYY,261.0,GYY,261.0,GYY,,201410.0,BS,School of Management,ACCT - Accounting,,YES,YES,B,College of Technology,Prof Flight Technology,97.0,68.0,510.0,560.0,470.0,1070.0,1540.0,3.31,3.3,3.1,3.1,3.23,3.2,3.33,3.3,FREN,3.7,3.7,1.0,,,1.0,,,
201110.0,Male,Resident,4.0,II,3.0,23.0,HY,GYY,231.0,GYY,231.0,GYY,,GYY,,201420.0,BS,College of Engineering,MECH - Mechanical Engineering,,YES,YES,B,College of Technology,Mechanical Engr Technology,93.0,277.0,510.0,520.0,460.0,1030.0,1490.0,3.6,3.6,2.83,2.8,4.0,4.0,3.78,3.8,SPAN,4.0,4.0,1.0,,,,,,
201110.0,Male,Resident,4.0,II,9.0,29.0,HY,GNY,291.0,GNY,291.0,GNY,,GNY,,201420.0,BS,College of Technology,EETC - Electrical Engr Technology,,NO,YES,B,College of Technology,Computer Graphic Tech Freshman,,,520.0,560.0,420.0,1080.0,1500.0,3.17,3.2,3.17,3.2,3.0,3.0,3.33,3.3,SPAN,3.07,3.1,,,,,,,
201110.0,Female,Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,,N,,,,,,,,,B,College of Technology,Electrical Engr Technology,99.0,256.0,520.0,410.0,460.0,930.0,1390.0,3.45,3.5,3.71,3.7,3.71,3.7,3.28,3.3,SPAN,3.5,3.5,,,,,,,
200810.0,Male,Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,290.0,N,290.0,,,,,,,,B,College of Technology,Mechanical Engr Technology,70.0,370.0,530.0,480.0,410.0,1010.0,1420.0,3.0,3.0,2.3,2.3,2.7,2.7,3.7,3.7,FREN,3.7,3.7,,,,,,,
200810.0,Male,Non-Resident,6.0,II,3.0,23.0,HY,NYY,230.0,NYY,230.0,GYY,231.0,GYY,231.0,201310.0,BS,College of Engineering,IE - Industrial Engineering,,YES,YES,B,College of Technology,Industrial Technology,,,530.0,430.0,460.0,960.0,1420.0,2.6999999999999997,2.7,2.3,2.3,2.7,2.7,2.7,2.7,SPAN,2.7,2.7,,,,,,,
201110.0,Male,Non-Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201420.0,BS,College of Technology,BCMT - Building Const Mgmt Tech,,NO,NO,B,College of Technology,Building Const Mgmt Tech,46.0,557.0,530.0,470.0,490.0,1000.0,1490.0,2.8,2.8,2.95,3.0,2.67,2.7,3.27,3.3,SPAN,1.83,1.8,,,,,,,
200810.0,Male,Non-Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,291.0,GNN,291.0,201120.0,BS,College of Technology,AVFT - Prof Flight Technology,,NO,NO,B,College of Technology,Aviation Flight Tech,,,540.0,510.0,530.0,1050.0,1580.0,3.0,3.0,3.0,3.0,3.3,3.3,2.7,2.7,SPAN,2.7,2.7,,,,,,,
200810.0,Male,Non-Resident,5.0,II,9.0,29.0,HY,NNN,290.0,GNN,291.0,GNN,291.0,GNN,291.0,201220.0,BS,College of Technology,EETC - Electrical Engr Technology,With Distinction,NO,NO,B,College of Technology,Electrical Engr Technology,81.0,184.0,540.0,520.0,620.0,1060.0,1680.0,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,SPAN,4.0,4.0,,,,,,,
200910.0,Male,Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,291.0,GNN,291.0,201220.0,BS,College of Technology,OLSV - Organizational Leadership,,NO,NO,B,College of Technology,Organizational Leadership,59.0,496.0,540.0,490.0,410.0,1030.0,1440.0,2.7,2.7,2.7,2.7,3.0,3.0,2.0,2.0,SPAN,2.0,2.0,,,,,,,
201010.0,Male,Non-Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,291.0,GNN,,201320.0,BS,College of Technology,AVFT - Prof Flight Technology,,NO,NO,B,College of Technology,Prof Flight Technology,,,540.0,530.0,510.0,1070.0,1580.0,2.95,3.0,2.85,2.9,2.29,2.3,2.98,3.0,SPAN,3.3,3.3,,,,,,,
201110.0,Male,Non-Resident,5.0,II,4.0,24.0,HY,NYY,240.0,GYY,241.0,GYY,,GYY,,201510.0,BS,College of Health & Human Sci,SLHP - Speech/Lang/Hearing-Pre Pro,,YES,YES,B,College of Technology,Computer Graphic Tech Freshman,60.0,441.0,540.0,510.0,560.0,1050.0,1610.0,3.03,3.0,3.28,3.3,2.12,2.1,3.25,3.3,JAPN,3.43,3.4,,,,,,,
200810.0,Male,Non-Resident,5.0,II,5.0,25.0,HY,NYY,250.0,GYY,251.0,GYY,251.0,GYY,251.0,201210.0,BA,College of Liberal Arts,ENGL - English,Global Liberal Arts Studies,YES,YES,B,College of Technology,Electrical Engr Technology,,,550.0,580.0,650.0,1130.0,1780.0,2.3,2.3,2.7,2.7,2.3,2.3,2.7,2.7,SPAN,2.3,2.3,,,,,,,
201010.0,Male,Resident,5.0,II,9.0,29.0,HY,NNN,290.0,GNN,291.0,GNN,291.0,GNN,,201420.0,BS,College of Technology,OLSV - Organizational Leadership,,NO,NO,B,College of Technology,Organizational Leadership,59.0,643.0,550.0,440.0,480.0,990.0,1470.0,2.5,2.5,2.69,2.7,1.44,1.4,2.38,2.4,SPAN,2.3,2.3,,,,,,,
201110.0,Male,Resident,5.0,II,9.0,29.0,HY,NNN,290.0,GNN,291.0,GNN,,GNN,,201510.0,BS,College of Technology,EETC - Electrical Engr Technology,,NO,NO,B,College of Technology,Electrical Engr Technology,,,550.0,530.0,440.0,1080.0,1520.0,3.61,3.6,3.0,3.0,4.0,4.0,3.38,3.4,SPAN,3.5,3.5,,,,,,,
201110.0,Male,Non-Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,,N,,,,,,,,,B,College of Technology,Electrical Engr Technology,84.0,549.0,550.0,420.0,430.0,970.0,1400.0,2.93,2.9,2.33,2.3,2.83,2.8,3.0,3.0,FREN,3.67,3.7,,,,,,,
201110.0,Male,Non-Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201430.0,BS,College of Technology,AENT - Aeronautic Engr Technology,,NO,NO,B,College of Technology,Aeronautic Engr Technology,64.0,101.0,550.0,550.0,470.0,1100.0,1570.0,3.29,3.3,3.67,3.7,2.83,2.8,2.67,2.7,SPAN,3.83,3.8,,,,,,,
201110.0,Male,Non-Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,,N,,,,,,,,,B,College of Technology,Organizational Leadership,26.0,363.0,550.0,430.0,360.0,980.0,1340.0,2.23,2.2,2.5,2.5,3.0,3.0,0.87,0.9,SPAN,2.5,2.5,,,,,,,
200810.0,Male,Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,290.0,N,290.0,,,,,,,,B,College of Technology,Industrial Technology,46.0,460.0,560.0,530.0,440.0,1090.0,1530.0,2.7,2.7,2.7,2.7,3.0,3.0,2.3,2.3,SPAN,1.7,1.7,,,,,,,
201110.0,Male,Resident,3.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201320.0,BS,College of Technology,EETC - Electrical Engr Technology,With Distinction,NO,NO,SB,College of Technology,Electrical Engr Technology,86.0,435.0,560.0,650.0,460.0,1210.0,1670.0,3.28,3.3,3.5,3.5,3.05,3.1,3.55,3.6,GERM,3.12,3.1,,,,,,,
201110.0,Female,Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201420.0,BS,College of Technology,AVFT - Prof Flight Technology,,NO,NO,B,College of Technology,Prof Flight Technology,66.0,535.0,560.0,450.0,490.0,1010.0,1500.0,2.84,2.8,3.12,3.1,3.23,3.2,2.29,2.3,SPAN,3.0,3.0,,,,,,,
200810.0,Male,Non-Resident,6.0,II,9.0,29.0,HY,NNY,290.0,NNY,290.0,GNY,291.0,GNY,291.0,201320.0,BS,College of Technology,CGTC - Computer Graphics Tech,,NO,YES,B,College of Technology,Electrical Engr Technology,83.0,901.0,570.0,610.0,590.0,1180.0,1770.0,3.0,3.0,3.0,3.0,3.3,3.3,3.3,3.3,GERM,2.7,2.7,,,,,,,
200810.0,Male,Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,290.0,N,290.0,,,,,,,,B,College of Technology,Electrical Engr Technology,,,570.0,530.0,,1100.0,,2.3,2.3,3.0,3.0,2.3,2.3,1.7,1.7,,,,,,,,,,
200910.0,Male,Resident,5.0,II,5.0,25.0,HY,NYY,250.0,GYY,251.0,GYY,251.0,GYY,251.0,201320.0,BA,College of Liberal Arts,LAWS - Law and Society,,YES,YES,B,College of Technology,Aviation Flight Tech,84.0,128.0,570.0,610.0,650.0,1180.0,1830.0,3.0,3.0,3.0,3.0,2.7,2.7,3.0,3.0,FREN,4.0,4.0,,,,,,,
201010.0,Male,Resident,6.0,II,9.0,29.0,HY,NNN,290.0,NNN,290.0,GNN,291.0,GNN,,201520.0,BS,College of Technology,EETC - Electrical Engr Technology,,NO,NO,B,College of Technology,Electrical Engr Technology,50.0,151.0,570.0,510.0,470.0,1080.0,1550.0,2.88,2.9,2.38,2.4,3.3,3.3,2.63,2.6,SPAN,2.7,2.7,,,,,,,
201110.0,Male,Non-Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201420.0,BS,College of Technology,CNIT - Computer & Information Tech,,NO,NO,B,College of Technology,CIT Core,86.0,406.0,570.0,670.0,630.0,1240.0,1870.0,3.55,3.6,3.57,3.6,3.14,3.1,3.52,3.5,SPAN,4.0,4.0,,,,,,,
200810.0,Male,Non-Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,290.0,N,290.0,,,,,,,,B,College of Technology,Electrical Engr Technology,,,590.0,460.0,420.0,1050.0,1470.0,2.3,2.3,2.3,2.3,3.0,3.0,2.3,2.3,SPAN,1.7,1.7,,,,,,,
200810.0,Male,Non-Resident,5.0,II,9.0,29.0,HY,NNN,290.0,GNN,291.0,GNN,291.0,GNN,291.0,201210.0,BS,College of Technology,AVFT - Prof Flight Technology,,NO,NO,B,College of Technology,Aviation Flight Tech,86.0,507.0,590.0,480.0,520.0,1070.0,1590.0,2.7,2.7,2.7,2.7,2.3,2.3,2.3,2.3,SPAN,4.0,4.0,,,,,,,
200810.0,Male,Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,291.0,GNN,291.0,201120.0,BS,College of Technology,BCMT - Building Const Mgmt Tech,,NO,NO,B,College of Technology,Building Const Mgmt Tech,71.0,628.0,590.0,480.0,390.0,1070.0,1460.0,3.3,3.3,3.0,3.0,4.0,4.0,3.7,3.7,SPAN,3.0,3.0,,,,,,,
200810.0,Female,Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,291.0,GNN,291.0,201120.0,BS,College of Technology,AVMG - Aviation Management,,NO,NO,B,College of Technology,Aviation Management,92.0,228.0,590.0,510.0,580.0,1100.0,1680.0,3.7,3.7,3.7,3.7,3.3,3.3,3.3,3.3,SPAN,4.0,4.0,,,,,,,
200810.0,Male,Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,290.0,N,290.0,,,,,,,,B,College of Technology,Aviation Flight Tech,82.0,114.0,590.0,450.0,530.0,1040.0,1570.0,3.7,3.7,3.7,3.7,3.7,3.7,3.0,3.0,SPAN,3.7,3.7,,,,,,,
200910.0,Male,Non-Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,291.0,GNN,291.0,201220.0,BS,College of Technology,AVFT - Prof Flight Technology,,NO,NO,B,College of Technology,Aviation Flight Tech,71.0,551.0,590.0,570.0,590.0,1160.0,1750.0,3.0,3.0,3.0,3.0,2.7,2.7,3.7,3.7,SPAN,3.0,3.0,,,,,,,
200810.0,Male,Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,290.0,N,290.0,,,,,,,,B,College of Technology,CIT Core,42.0,75.0,600.0,560.0,540.0,1160.0,1700.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,SPAN,3.3,3.3,,,,,,,
201110.0,Male,Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,,N,,,,,,,,,B,College of Technology,CIT Core,86.0,166.0,600.0,530.0,540.0,1130.0,1670.0,3.43,3.4,3.58,3.6,3.18,3.2,3.34,3.3,SPAN,,,,,,,,,
201010.0,Male,Non-Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,290.0,N,,,,,,,,,B,College of Technology,Computer Graphic Tech Freshman,,,610.0,650.0,610.0,1260.0,1870.0,2.47,2.5,2.77,2.8,2.65,2.7,2.43,2.4,SPAN,2.0,2.0,,,,,,,
200810.0,Male,Non-Resident,5.0,II,9.0,29.0,HY,NNN,290.0,GNN,291.0,GNN,291.0,GNN,291.0,201210.0,BS,College of Technology,METC - Mechanical Engr Technology,,NO,NO,B,College of Technology,Mechanical Engr Technology,,,620.0,570.0,570.0,1190.0,1760.0,2.7,2.7,2.3,2.3,3.0,3.0,3.3,3.3,GERM,2.0,2.0,,,,,,,
200810.0,Male,Non-Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,290.0,N,290.0,,,,,,,,B,College of Technology,Mechanical Engr Technology,,,620.0,550.0,590.0,1170.0,1760.0,2.7,2.7,2.7,2.7,2.3,2.3,3.0,3.0,SPAN,2.7,2.7,,,,,,,
201110.0,Male,Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201420.0,BS,College of Technology,CGTC - Computer Graphics Tech,,NO,NO,B,College of Technology,Computer Graphic Tech Freshman,82.0,352.0,620.0,550.0,580.0,1170.0,1750.0,3.06,3.1,3.05,3.1,3.0,3.0,2.58,2.6,SPAN,3.67,3.7,,,,,,,
201110.0,Male,Resident,5.0,II,4.0,24.0,HY,NYY,240.0,GYY,241.0,GYY,,GYY,,201510.0,BS,College of Health & Human Sci,APEX - Applied Exercise & Health,,YES,YES,B,College of Technology,Building Const Mgmt Tech,62.0,254.0,620.0,490.0,460.0,1110.0,1570.0,2.82,2.8,2.57,2.6,2.65,2.7,3.08,3.1,,3.85,3.9,4.0,,,,,,
201110.0,Male,Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,,N,,,,,,,,,B,College of Technology,Aeronautic Engr Technology,75.0,108.0,620.0,600.0,600.0,1220.0,1820.0,3.22,3.2,3.17,3.2,2.65,2.7,3.24,3.2,SPAN,3.67,3.7,1.0,,,,,,
200910.0,Male,Resident,4.0,II,9.0,29.0,HY,GNY,291.0,GNY,291.0,GNY,291.0,GNY,291.0,201220.0,BS,College of Technology,BCMT - Building Const Mgmt Tech,,NO,YES,B,College of Technology,Mechanical Engr Technology,90.0,118.0,630.0,470.0,450.0,1100.0,1550.0,3.7,3.7,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,3.7,3.7,1.0,,,,,,
201110.0,Male,Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201420.0,BS,College of Technology,CGTC - Computer Graphics Tech,,NO,NO,B,College of Technology,Computer Graphic Tech Freshman,90.0,565.0,630.0,610.0,560.0,1240.0,1800.0,3.42,3.4,3.47,3.5,3.0,3.0,3.43,3.4,FREN,3.85,3.9,2.0,,,,1.0,,
201010.0,Male,Resident,6.0,II,3.0,23.0,HY,NYY,230.0,NYY,230.0,GYY,231.0,GYY,,201510.0,BS,College of Engineering,ECEB - Electrical Engineering,,YES,YES,B,College of Technology,CIT Core,66.0,160.0,640.0,540.0,460.0,1180.0,1640.0,2.93,2.9,2.57,2.6,3.09,3.1,3.43,3.4,,2.7,2.7,,,,,,,
201110.0,Female,Non-Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201410.0,BS,College of Technology,CGTC - Computer Graphics Tech,,NO,NO,B,College of Technology,Computer Graphic Tech Freshman,,,640.0,620.0,630.0,1260.0,1890.0,3.87,3.9,3.91,3.9,3.78,3.8,3.83,3.8,SPAN,4.0,4.0,,,,,,,
200810.0,Male,Non-Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,291.0,GNN,291.0,201110.0,BS,College of Technology,AVFT - Prof Flight Technology,With Distinction,NO,NO,B,College of Technology,Aviation Flight Tech,67.0,465.0,650.0,550.0,490.0,1200.0,1690.0,3.0,3.0,3.0,3.0,3.3,3.3,3.0,3.0,SPAN,3.3,3.3,,,,,,,
200910.0,Male,Resident,6.0,II,9.0,29.0,HY,NNY,290.0,NNY,290.0,GNY,291.0,GNY,291.0,201410.0,BS,College of Technology,EETC - Electrical Engr Technology,,NO,YES,B,College of Technology,Building Const Mgmt Tech,46.0,654.0,650.0,530.0,470.0,1180.0,1650.0,2.7,2.7,2.3,2.3,2.3,2.3,2.3,2.3,SPAN,3.0,3.0,4.0,,,,,,
201110.0,Female,Resident,5.0,II,9.0,29.0,HY,NNN,290.0,GNN,291.0,GNN,,GNN,,201520.0,BS,College of Technology,AVFT - Prof Flight Technology,With Distinction,NO,NO,B,College of Technology,Prof Flight Technology,98.0,529.0,650.0,640.0,530.0,1290.0,1820.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,SPAN,4.0,4.0,5.0,,,,,,
201110.0,Male,Non-Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201420.0,BS,College of Technology,CGTC - Computer Graphics Tech,,NO,NO,B,College of Technology,Computer Graphic Tech Freshman,71.0,898.0,670.0,650.0,570.0,1320.0,1890.0,2.78,2.8,2.07,2.1,3.33,3.3,2.45,2.5,SPAN,3.18,3.2,,4.0,3.0,,,,
201110.0,Male,Resident,0.0,II,9.0,29.0,HY,N,290.0,N,290.0,N,,N,,,,,,,,,B,College of Technology,Mechanical Engr Technology,71.0,535.0,690.0,590.0,570.0,1280.0,1850.0,2.86,2.9,2.45,2.5,2.95,3.0,2.8,2.8,GERM,2.68,2.7,,,,,,,
201110.0,Male,Resident,4.0,II,9.0,29.0,HY,GNN,291.0,GNN,291.0,GNN,,GNN,,201420.0,BS,College of Technology,CGTC - Computer Graphics Tech,With Distinction,NO,NO,B,College of Technology,Computer Graphic Tech Freshman,96.0,521.0,760.0,670.0,600.0,1430.0,2030.0,3.82,3.8,3.83,3.8,4.0,4.0,3.67,3.7,JAPN,3.0,3.0,5.0,,,,,,
201110.0,Female,Resident,0.0,II,6.0,26.0,HY,N,260.0,N,260.0,N,,N,,,,,,,,,X,"School of Management
",Pre Mgmt/Management,55.0,654.0,420.0,450.0,490.0,870.0,1360.0,2.7,2.7,3.0,3.0,2.3,2.3,2.3,2.3,SPAN,3.0,3.0,,,,,,,
200810.0,Female,Resident,5.0,II,6.0,26.0,HY,NNN,260.0,GNN,261.0,GNN,261.0,GNN,261.0,201210.0,BS,School of Management,MGMT - Management,,NO,NO,B,"School of Management
",Pre-Mgmt/Accounting,99.0,221.0,450.0,450.0,410.0,900.0,1310.0,3.3,3.3,3.3,3.3,3.0,3.0,3.3,3.3,SPAN,4.0,4.0,,,,,,,
200810.0,Male,Resident,4.0,II,6.0,26.0,HY,GNN,261.0,GNN,261.0,GNN,261.0,GNN,261.0,201120.0,BS,School of Management,ECON - Economics,,NO,NO,B,"School of Management
",Pre-Economics,63.0,308.0,450.0,450.0,450.0,900.0,1350.0,3.0,3.0,3.3,3.3,2.7,2.7,2.7,2.7,SPAN,3.0,3.0,,,,,,,
200910.0,Male,Non-Resident,0.0,II,6.0,26.0,HY,N,260.0,N,260.0,N,260.0,N,260.0,,,,,,,,B,"School of Management
",Pre Mgmt/Management,69.0,492.0,450.0,530.0,530.0,980.0,1510.0,2.7,2.7,3.0,3.0,2.3,2.3,3.0,3.0,SPAN,3.0,3.0,,,,,,,
200910.0,Male,Non-Resident,5.0,II,5.0,25.0,HY,NYY,250.0,GYY,251.0,GYY,251.0,GYY,251.0,201320.0,BA,College of Liberal Arts,LAWS - Law and Society,,YES,YES,B,"School of Management
",Pre Mgmt/Management,,,450.0,550.0,510.0,1000.0,1510.0,2.7,2.7,2.7,2.7,2.3,2.3,2.7,2.7,,,,,,,,,,
200810.0,Female,Non-Resident,6.0,II,3.0,23.0,HY,NYY,230.0,NYY,230.0,GYY,231.0,GYY,231.0,201310.0,BS,College of Engineering,AAE - Aero & Astro Engineering,,YES,YES,B,"School of Management
",Pre-Mgmt/Indust Management,,,490.0,510.0,550.0,1000.0,1550.0,2.7,2.7,2.7,2.7,3.0,3.0,3.0,3.0,SPAN,2.3,2.3,,,,,,,
201110.0,Female,Non-Resident,4.0,II,6.0,26.0,HY,GNN,261.0,GNN,261.0,GNN,,GNN,,201420.0,BS,School of Management,MGMT - Management,,NO,NO,B,"School of Management
",Pre Mgmt/Management,64.0,139.0,490.0,570.0,550.0,1060.0,1610.0,3.25,3.3,3.0,3.0,2.9,2.9,3.7,3.7,SPAN,3.33,3.3,,,,,,,
200810.0,Male,Non-Resident,6.0,II,4.0,24.0,HY,NYY,240.0,NYY,240.0,GYY,241.0,GYY,241.0,201330.0,BS,College of Health & Human Sci,SELL - Selling & Sales Management,,YES,YES,B,"School of Management
",Pre-Mgmt/Management,,,500.0,540.0,470.0,1040.0,1510.0,2.3,2.3,2.0,2.0,2.7,2.7,2.3,2.3,FREN,2.0,2.0,,,,,,,
200810.0,Male,Non-Resident,4.0,II,6.0,26.0,HY,GNN,261.0,GNN,261.0,GNN,261.0,GNN,261.0,201120.0,BS,School of Management,MGMT - Management,,NO,NO,B,"School of Management
",Pre-Mgmt/Management,55.0,614.0,510.0,450.0,490.0,960.0,1450.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,SPAN,2.7,2.7,,,,,,,
200810.0,Male,Resident,0.0,II,6.0,26.0,HY,N,260.0,N,260.0,N,260.0,N,260.0,,,,,,,,B,"School of Management
",Pre-Mgmt/Indust Management,,,510.0,450.0,510.0,960.0,1470.0,3.3,3.3,3.3,3.3,3.0,3.0,4.0,4.0,SPAN,3.3,3.3,,,,,,,
